pair,binance_symbol,timeframe,strategy,total_trades,winning_trades,losing_trades,scratch_trades,win_rate_pct,profit_factor,initial_balance_usdt,final_balance_usdt,gross_pnl_usdt,total_fees_usdt,net_pnl_usdt,total_roi_pct,max_drawdown_usdt,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,monthly_signal_frequency,avg_trade_pnl_usdt,avg_win_usdt,avg_loss_usdt,win_loss_ratio,long_trades,long_win_rate_pct,short_trades,short_win_rate_pct,leverage,margin_pct,is_zero_fee,maker_fee_rate,taker_fee_rate,fee_schedule,slippage_pct,date_start,date_end,timespan_days,execution_status,source_file
HYPE_USDT,HYPEUSDT,4h,ORDER_BLOCK_DEMAND,4,2,2,0,50.0,1.17,100.0,102.74,3.0,0.256,2.74,2.74,16.46,13.81,7.7,12.75,0.2,0.67,0.685,9.603,8.232,1.17,2,50.0,2,50.0,15,10.0,False,0.0,0.0002,0.02% Taker,0.0005,2026-03-26 20:00:00 UTC,2026-09-25 19:59:59 UTC,183.0,SUCCESS,results_HYPE_USDT_4h.json
DOGS_USDT,DOGSUSDT,4h,ORDER_BLOCK_DEMAND,13,6,7,0,46.15,1.05,100.0,102.07,2.07,0.0,2.07,2.07,24.24,22.62,4.36,5.41,0.09,4.35,0.159,7.624,6.239,1.22,5,60.0,8,37.5,15,10.0,True,0.0,0.0,0.00% (Zero-Fee),0.001,2026-06-26 16:00:00 UTC,2026-09-25 15:59:59 UTC,91.0,SUCCESS,results_DOGS_USDT_4h.json
XMR_USDT,XMRUSDT,15m,ORDER_BLOCK_DEMAND,52,28,24,0,53.85,1.02,100.0,100.94,3.87,2.934,0.94,0.94,17.66,17.34,1.5,1.57,0.05,8.65,0.018,1.593,1.82,0.88,24,54.17,28,53.57,15,10.0,False,0.0,0.0002,0.02% Taker,0.0005,2026-03-26 17:00:00 UTC,2026-09-25 16:29:59 UTC,183.0,SUCCESS,results_XMR_USDT_15m.json
CHILLGUY_USDT,CHILLGUYUSDT,1d,ORDER_BLOCK_DEMAND,5,1,4,0,20.0,0.91,100.0,98.01,-1.99,0.0,-1.99,-1.99,22.08,22.08,1.74,4.1,-0.09,0.83,-0.398,20.088,5.52,3.64,2,50.0,3,0.0,15,10.0,True,0.0,0.0,0.00% (Zero-Fee),0.001,2026-03-27 00:00:00 UTC,2026-09-25 23:59:59 UTC,183.0,SUCCESS,results_CHILLGUY_USDT_1d.json
MEME_USDT,MEMEUSDT,1d,ORDER_BLOCK_DEMAND,6,1,5,0,16.67,0.55,100.0,85.01,-14.99,0.0,-14.99,-14.99,26.36,26.36,-12.08,-21.44,-0.57,1.0,-2.498,18.158,6.629,2.74,3,0.0,3,33.33,15,10.0,True,0.0,0.0,0.00% (Zero-Fee),0.001,2026-03-27 00:00:00 UTC,2026-09-25 23:59:59 UTC,183.0,SUCCESS,results_MEME_USDT_1d.json
MOG_USDT,1000000MOGUSDT,1d,ORDER_BLOCK_DEMAND,4,0,4,0,0.0,0.0,100.0,80.79,-19.21,0.0,-19.21,-19.21,19.21,19.21,-130.86,-69.15,-1.0,0.67,-4.802,0.0,4.802,0.0,2,0.0,2,0.0,15,10.0,True,0.0,0.0,0.00% (Zero-Fee),0.001,2026-03-27 00:00:00 UTC,2026-09-25 23:59:59 UTC,183.0,SUCCESS,results_MOG_USDT_1d.json
GOAT_USDT,GOATUSDT,4h,ORDER_BLOCK_DEMAND,22,8,14,0,36.36,0.66,100.0,77.49,-22.51,0.0,-22.51,-22.51,45.01,44.28,-9.75,-11.97,-0.51,3.66,-1.023,5.506,4.754,1.16,9,44.44,13,30.77,15,10.0,True,0.0,0.0,0.00% (Zero-Fee),0.001,2026-03-26 20:00:00 UTC,2026-09-25 19:59:59 UTC,183.0,SUCCESS,results_GOAT_USDT_4h.json
WIF_USDT,WIFUSDT,1h,ORDER_BLOCK_DEMAND,98,44,54,0,44.9,0.86,100.0,77.05,-22.95,0.0,-22.95,-22.95,44.99,44.99,-2.07,-2.43,-0.51,16.3,-0.234,3.234,3.06,1.06,49,44.9,49,44.9,15,10.0,True,0.0,0.0,0.00% (Zero-Fee),0.0005,2026-03-26 17:00:00 UTC,2026-09-25 16:59:59 UTC,183.0,SUCCESS,results_WIF_USDT_1h.json
ACT_USDT,ACTUSDT,1d,ORDER_BLOCK_DEMAND,5,0,5,0,0.0,0.0,100.0,72.86,-27.14,0.0,-27.14,-27.14,27.14,27.14,-17102.72,-77.77,-1.0,0.83,-5.429,0.0,5.429,0.0,3,0.0,2,0.0,15,10.0,True,0.0,0.0,0.00% (Zero-Fee),0.001,2026-03-27 00:00:00 UTC,2026-09-25 23:59:59 UTC,183.0,SUCCESS,results_ACT_USDT_1d.json
AVAAI_USDT,AVAAIUSDT,1d,ORDER_BLOCK_DEMAND,8,1,7,0,12.5,0.18,100.0,70.04,-29.96,0.0,-29.96,-29.96,29.96,29.96,-62.82,-54.09,-1.0,1.33,-3.745,6.792,5.25,1.29,4,25.0,4,0.0,15,10.0,True,0.0,0.0,0.00% (Zero-Fee),0.001,2026-03-27 00:00:00 UTC,2026-09-25 23:59:59 UTC,183.0,SUCCESS,results_AVAAI_USDT_1d.json
