symbol,timeframe,fee_schedule,maker_fee_pct,taker_fee_pct,slippage_ticks,extra_ticks,total_trades,winning_trades,losing_trades,win_rate_pct,profit_factor,net_pnl_usdt,net_roi_pct,max_drawdown_pct,expectancy_usdt,total_fees_usdt,final_balance_usdt
DOGE_USDT,4h,Maker 0.00% / Taker 0.05%,0.0,0.05,3,2,52,48,4,92.31,0.19,-5.35,-5.35,5.83,-0.1029,5.12,94.65
DOGE_USDT,4h,Maker 0.00% / Taker 0.05%,0.0,0.05,4,2,52,48,4,92.31,0.19,-5.4,-5.4,5.88,-0.1039,5.12,94.6
DOGE_USDT,4h,Maker 0.00% / Taker 0.05%,0.0,0.05,5,2,52,47,5,90.38,0.13,-7.99,-7.99,8.45,-0.1536,5.08,92.01
DOGE_USDT,4h,Maker 0.00% / Taker 0.05%,0.0,0.05,6,2,52,47,5,90.38,0.13,-8.05,-8.05,8.51,-0.1547,5.08,91.95
DOGE_USDT,4h,Maker 0.00% / Taker 0.05%,0.0,0.05,7,2,52,46,6,88.46,0.08,-13.77,-13.77,14.2,-0.2648,5.08,86.23
DOGE_USDT,4h,Maker 0.10% / Taker 0.10%,0.1,0.1,1,2,51,43,8,84.31,0.06,-18.42,-18.42,18.61,-0.3612,9.56,81.58
DOGE_USDT,4h,Maker 0.10% / Taker 0.10%,0.1,0.1,2,2,51,43,8,84.31,0.06,-18.49,-18.49,18.67,-0.3625,9.56,81.51
DOGE_USDT,4h,Maker 0.10% / Taker 0.10%,0.1,0.1,3,2,51,43,8,84.31,0.06,-18.57,-18.57,18.76,-0.3642,9.55,81.43
DOGE_USDT,4h,Maker 0.10% / Taker 0.10%,0.1,0.1,4,2,51,42,9,82.35,0.05,-19.22,-19.22,19.41,-0.3769,9.5,80.78
DOGE_USDT,4h,Maker 0.10% / Taker 0.10%,0.1,0.1,5,2,51,42,9,82.35,0.05,-19.32,-19.32,19.5,-0.3788,9.5,80.68
DOGE_USDT,4h,Maker 0.10% / Taker 0.10%,0.1,0.1,6,2,51,42,9,82.35,0.05,-19.42,-19.42,19.6,-0.3807,9.5,80.58
DOGE_USDT,4h,Maker 0.10% / Taker 0.10%,0.1,0.1,7,2,51,42,9,82.35,0.05,-19.48,-19.48,19.67,-0.3821,9.49,80.52
DOGE_USDT,1d,Maker 0.00% / Taker 0.01%,0.0,0.01,1,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.029,0.12,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.01%,0.0,0.01,2,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.029,0.12,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.01%,0.0,0.01,3,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.029,0.12,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.01%,0.0,0.01,4,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.029,0.12,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.01%,0.0,0.01,5,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.029,0.12,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.01%,0.0,0.01,6,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.029,0.12,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.01%,0.0,0.01,7,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.029,0.12,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.05%,0.0,0.05,1,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.0289,0.6,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.05%,0.0,0.05,2,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.0289,0.6,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.05%,0.0,0.05,3,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.0289,0.6,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.05%,0.0,0.05,4,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.0289,0.6,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.05%,0.0,0.05,5,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.0289,0.6,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.05%,0.0,0.05,6,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.029,0.6,100.17
DOGE_USDT,1d,Maker 0.00% / Taker 0.05%,0.0,0.05,7,2,6,6,0,100.0,999.0,0.17,0.17,0.0,0.029,0.6,100.17
DOGE_USDT,1d,Maker 0.10% / Taker 0.10%,0.1,0.1,1,2,6,6,0,100.0,999.0,0.18,0.18,0.0,0.0295,1.2,100.18
DOGE_USDT,1d,Maker 0.10% / Taker 0.10%,0.1,0.1,2,2,6,6,0,100.0,999.0,0.18,0.18,0.0,0.0295,1.2,100.18
DOGE_USDT,1d,Maker 0.10% / Taker 0.10%,0.1,0.1,3,2,6,6,0,100.0,999.0,0.18,0.18,0.0,0.0295,1.2,100.18
DOGE_USDT,1d,Maker 0.10% / Taker 0.10%,0.1,0.1,4,2,6,6,0,100.0,999.0,0.18,0.18,0.0,0.0295,1.2,100.18
DOGE_USDT,1d,Maker 0.10% / Taker 0.10%,0.1,0.1,5,2,6,6,0,100.0,999.0,0.18,0.18,0.0,0.0295,1.2,100.18
DOGE_USDT,1d,Maker 0.10% / Taker 0.10%,0.1,0.1,6,2,6,6,0,100.0,999.0,0.18,0.18,0.0,0.0296,1.2,100.18
DOGE_USDT,1d,Maker 0.10% / Taker 0.10%,0.1,0.1,7,2,6,6,0,100.0,999.0,0.18,0.18,0.0,0.0296,1.2,100.18
